session,time,strategy,coin,event,ticker,side,contracts,price,multiplier,fee,cost,payout,pnl,result,strike,btc_price,final_value,balance_after,model_prob,edge,why,tau,yes_bid,yes_ask,mkt_prob
20260920_222952,2026-09-20T22:56:05,Anti Scalper,SOL,BET,KXSOL15M-26SEP210200-00,DOWN,9,0.86,1.16,0.08,7.82,,,,111.9007,111.78,,1011.73,0.786,-0.082,entry,234,0.15,0.16,0.155
20260920_222952,2026-09-20T22:56:13,Scalper,SOL,BET,KXSOL15M-26SEP210200-00,UP,10,0.15,6.67,0.09,1.59,,,,111.9007,111.78,,855.76,0.201,0.042,entry,226,0.13,0.14,0.135
20260920_222952,2026-09-20T22:56:13,Anti Scalper,SOL,BET,KXSOL15M-26SEP210200-00,DOWN,1,0.88,1.14,0.01,0.89,,,,111.9007,111.78,,1012.31,0.799,-0.088,entry,226,0.13,0.14,0.135
20260920_222952,2026-09-20T22:56:16,Value,XRP,BET,KXXRP15M-26SEP210200-00,UP,17,0.69,1.45,0.26,11.99,,,,1.429,1.4306,,984.73,0.74,0.035,entry,223,0.67,0.68,0.675
20260920_222952,2026-09-20T22:56:16,Anti Value,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,26,0.34,2.94,0.41,9.25,,,,1.429,1.4306,,1002.75,0.26,-0.096,entry,223,0.67,0.68,0.675
20260920_222952,2026-09-20T22:56:16,Scalper,XRP,BET,KXXRP15M-26SEP210200-00,UP,17,0.69,1.45,0.26,11.99,,,,1.429,1.4306,,854.57,0.74,0.035,entry,223,0.67,0.68,0.675
20260920_222952,2026-09-20T22:56:16,Anti Scalper,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,26,0.34,2.94,0.41,9.25,,,,1.429,1.4306,,1011.14,0.26,-0.096,entry,223,0.67,0.68,0.675
20260920_222952,2026-09-20T22:56:27,Scalper,SOL,BET,KXSOL15M-26SEP210200-00,UP,67,0.13,7.69,0.54,9.25,,,,111.9007,111.77,,849.34,0.177,0.039,entry,213,0.11,0.12,0.115
20260920_222952,2026-09-20T22:56:27,Anti Scalper,SOL,BET,KXSOL15M-26SEP210200-00,DOWN,10,0.9,1.11,0.07,9.07,,,,111.9007,111.77,,1010.56,0.823,-0.083,entry,213,0.11,0.12,0.115
20260920_222952,2026-09-20T22:56:37,Scalper,SOL,BET,KXSOL15M-26SEP210200-00,UP,51,0.15,6.67,0.46,8.11,,,,111.9007,111.78,,851.66,0.193,0.034,entry,203,0.13,0.14,0.135
20260920_222952,2026-09-20T22:56:37,Anti Scalper,SOL,BET,KXSOL15M-26SEP210200-00,DOWN,9,0.88,1.14,0.07,7.99,,,,111.9007,111.78,,1009.46,0.807,-0.08,entry,203,0.13,0.14,0.135
20260920_222952,2026-09-20T22:57:02,Scalper,XRP,BET,KXXRP15M-26SEP210200-00,UP,17,0.69,1.45,0.26,11.99,,,,1.429,1.4302,,844.41,0.737,0.032,entry,177,0.67,0.68,0.675
20260920_222952,2026-09-20T22:57:02,Anti Scalper,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,20,0.34,2.94,0.32,7.12,,,,1.429,1.4302,,1010.22,0.263,-0.093,entry,177,0.67,0.68,0.675
20260920_222952,2026-09-20T22:57:18,Scalper,XRP,BET,KXXRP15M-26SEP210200-00,UP,18,0.64,1.56,0.3,11.82,,,,1.429,1.4299,,832.17,0.696,0.04,entry,162,0.62,0.63,0.625
20260920_222952,2026-09-20T22:57:18,Anti Scalper,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,5,0.39,2.56,0.09,2.04,,,,1.429,1.4299,,1014.19,0.304,-0.103,entry,162,0.62,0.63,0.625
20260920_222952,2026-09-20T22:57:19,Scalper,SOL,BET,KXSOL15M-26SEP210200-00,UP,26,0.08,12.35,0.14,2.25,,,,111.9007,111.76,,831.11,0.118,0.032,entry,161,0.07,0.071,0.071
20260920_222952,2026-09-20T22:57:19,Anti Scalper,SOL,BET,KXSOL15M-26SEP210200-00,DOWN,2,0.94,1.06,0.01,1.89,,,,111.9007,111.76,,1013.62,0.882,-0.062,entry,161,0.07,0.071,0.071
20260920_222952,2026-09-20T22:57:30,Late,XRP,BET,KXXRP15M-26SEP210200-00,UP,20,0.66,1.52,0.32,13.52,,,,1.429,1.4296,,921.94,0.725,0.05,entry,150,0.63,0.65,0.64
20260920_222952,2026-09-20T22:57:30,Anti Late,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,34,0.38,2.63,0.57,13.49,,,,1.429,1.4296,,1024.63,0.275,-0.121,entry,150,0.63,0.65,0.64
20260920_222952,2026-09-20T22:57:30,Late,SOL,BET,KXSOL15M-26SEP210200-00,UP,3,0.08,12.5,0.02,0.26,,,,111.9007,111.75,,921.85,0.135,0.05,entry,150,0.064,0.07,0.067
20260920_222952,2026-09-20T22:57:33,Scalper,XRP,BET,KXXRP15M-26SEP210200-00,UP,19,0.59,1.69,0.33,11.54,,,,1.429,1.4295,,825.47,0.642,0.035,entry,147,0.57,0.58,0.575
20260920_222952,2026-09-20T22:57:33,Anti Scalper,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,25,0.44,2.27,0.44,11.44,,,,1.429,1.4295,,1015.82,0.358,-0.099,entry,147,0.57,0.58,0.575
20260920_222952,2026-09-20T22:57:50,Late,XRP,BET,KXXRP15M-26SEP210200-00,UP,35,0.61,1.64,0.59,21.94,,,,1.429,1.4293,,919.07,0.682,0.055,entry,130,0.59,0.6,0.595
20260920_222952,2026-09-20T22:57:50,Anti Late,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,24,0.42,2.38,0.41,10.49,,,,1.429,1.4293,,1025.0,0.318,-0.119,entry,130,0.59,0.6,0.595
20260920_222952,2026-09-20T22:58:45,Scalper,XRP,BET,KXXRP15M-26SEP210200-00,UP,17,0.63,1.59,0.28,10.99,,,,1.429,1.4292,,810.86,0.679,0.033,entry,75,0.6,0.62,0.61
20260920_222952,2026-09-20T22:58:45,Anti Scalper,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,7,0.41,2.44,0.12,2.99,,,,1.429,1.4292,,1015.34,0.321,-0.106,entry,75,0.6,0.62,0.61
20260920_222952,2026-09-20T22:59:03,Scalper,XRP,BET,KXXRP15M-26SEP210200-00,UP,16,0.69,1.45,0.24,11.28,,,,1.429,1.4292,,826.58,0.747,0.042,entry,57,0.67,0.68,0.675
20260920_222952,2026-09-20T22:59:03,Anti Scalper,XRP,BET,KXXRP15M-26SEP210200-00,DOWN,3,0.34,2.94,0.05,1.07,,,,1.429,1.4292,,1010.68,0.253,-0.103,entry,57,0.67,0.68,0.675
20260920_222952,2026-09-20T22:59:29,Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,UP,19,0.92,1.69,0.33,11.54,17.4,5.86,,1.429,1.429,,903.66,0.642,0.035,capture,31,0.931,0.935,0.933
20260920_222952,2026-09-20T22:59:29,Anti Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,DOWN,25,0.06,2.27,0.44,11.44,1.27,-10.17,,1.429,1.429,,989.58,0.358,-0.099,mirror,31,0.931,0.935,0.933
20260920_222952,2026-09-20T22:59:31,Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,UP,17,0.93,1.59,0.28,10.99,15.65,4.66,,1.429,1.429,,903.93,0.679,0.033,capture,29,0.936,0.937,0.937
20260920_222952,2026-09-20T22:59:31,Anti Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,DOWN,7,0.05,2.44,0.12,2.99,0.34,-2.65,,1.429,1.429,,989.4,0.321,-0.106,mirror,29,0.936,0.937,0.937
20260920_222952,2026-09-20T22:59:32,Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,UP,17,0.94,1.45,0.26,11.99,15.89,3.9,,1.429,1.429,,904.14,0.74,0.035,capture,28,0.949,0.952,0.95
20260920_222952,2026-09-20T22:59:32,Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,UP,17,0.94,1.45,0.26,11.99,15.89,3.9,,1.429,1.429,,904.14,0.737,0.032,capture,28,0.949,0.952,0.95
20260920_222952,2026-09-20T22:59:32,Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,UP,18,0.94,1.56,0.3,11.82,16.82,5.0,,1.429,1.429,,904.14,0.696,0.04,capture,28,0.949,0.952,0.95
20260920_222952,2026-09-20T22:59:32,Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,UP,16,0.94,1.45,0.24,11.28,14.95,3.67,,1.429,1.429,,904.14,0.747,0.042,capture,28,0.949,0.952,0.95
20260920_222952,2026-09-20T22:59:32,Anti Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,DOWN,26,0.04,2.94,0.41,9.25,0.92,-8.33,,1.429,1.429,,988.14,0.26,-0.096,mirror,28,0.949,0.952,0.95
20260920_222952,2026-09-20T22:59:32,Anti Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,DOWN,20,0.04,2.94,0.32,7.12,0.7,-6.42,,1.429,1.429,,988.14,0.263,-0.093,mirror,28,0.949,0.952,0.95
20260920_222952,2026-09-20T22:59:32,Anti Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,DOWN,5,0.04,2.56,0.09,2.04,0.17,-1.87,,1.429,1.429,,988.14,0.304,-0.103,mirror,28,0.949,0.952,0.95
20260920_222952,2026-09-20T22:59:32,Anti Scalper,XRP,SOLD,KXXRP15M-26SEP210200-00,DOWN,3,0.04,2.94,0.05,1.07,0.1,-0.97,,1.429,1.429,,988.14,0.253,-0.103,mirror,28,0.949,0.952,0.95
20260920_222952,2026-09-20T23:00:05,Value,XRP,SETTLED,KXXRP15M-26SEP210200-00,UP,17,0.69,1.45,0.26,11.99,17.0,5.01,yes,1.429,1.43,1.4295,997.44,0.74,0.035,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Model,XRP,SETTLED,KXXRP15M-26SEP210200-00,UP,20,0.48,2.08,0.35,9.95,20.0,10.05,yes,1.429,1.43,1.4295,1259.37,0.548,0.05,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Model,XRP,SETTLED,KXXRP15M-26SEP210200-00,UP,69,0.56,1.79,1.2,39.84,69.0,29.16,yes,1.429,1.43,1.4295,1259.37,0.64,0.063,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Model,XRP,SETTLED,KXXRP15M-26SEP210200-00,UP,27,0.57,1.75,0.47,15.86,27.0,11.14,yes,1.429,1.43,1.4295,1259.37,0.641,0.054,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Late,XRP,SETTLED,KXXRP15M-26SEP210200-00,UP,20,0.66,1.52,0.32,13.52,20.0,6.48,yes,1.429,1.43,1.4295,942.73,0.725,0.05,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Late,XRP,SETTLED,KXXRP15M-26SEP210200-00,UP,35,0.61,1.64,0.59,21.94,35.0,13.06,yes,1.429,1.43,1.4295,942.73,0.682,0.055,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Favorite,XRP,SETTLED,KXXRP15M-26SEP210200-00,UP,20,0.64,1.56,0.33,13.13,20.0,6.87,yes,1.429,1.43,1.4295,1040.66,0.705,0.048,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Anti Value,XRP,SETTLED,KXXRP15M-26SEP210200-00,DOWN,26,0.34,2.94,0.41,9.25,0.0,-9.25,yes,1.429,1.43,1.4295,997.41,0.26,-0.096,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Anti Model,XRP,SETTLED,KXXRP15M-26SEP210200-00,DOWN,17,0.55,1.82,0.3,9.65,0.0,-9.65,yes,1.429,1.43,1.4295,791.42,0.452,-0.115,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Anti Model,XRP,SETTLED,KXXRP15M-26SEP210200-00,DOWN,12,0.47,2.13,0.21,5.85,0.0,-5.85,yes,1.429,1.43,1.4295,791.42,0.36,-0.127,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Anti Model,XRP,SETTLED,KXXRP15M-26SEP210200-00,DOWN,32,0.47,2.13,0.56,15.6,0.0,-15.6,yes,1.429,1.43,1.4295,791.42,0.359,-0.128,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Anti Late,XRP,SETTLED,KXXRP15M-26SEP210200-00,DOWN,34,0.38,2.63,0.57,13.49,0.0,-13.49,yes,1.429,1.43,1.4295,1002.79,0.275,-0.121,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Anti Late,XRP,SETTLED,KXXRP15M-26SEP210200-00,DOWN,24,0.42,2.38,0.41,10.49,0.0,-10.49,yes,1.429,1.43,1.4295,1002.79,0.318,-0.119,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Anti Favorite,XRP,SETTLED,KXXRP15M-26SEP210200-00,DOWN,31,0.4,2.5,0.53,12.93,0.0,-12.93,yes,1.429,1.43,1.4295,979.08,0.295,-0.122,,-6,0.53,0.54,0.535
20260920_222952,2026-09-20T23:00:05,Value,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,DOWN,10,0.34,2.94,0.16,3.56,10.0,6.44,no,0.088596,0.08838,0.0883509,997.46,0.39,0.034,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Model,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,DOWN,27,0.42,2.38,0.47,11.81,27.0,15.19,no,0.088596,0.08838,0.0883509,1259.48,0.508,0.07,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Model,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,DOWN,29,0.35,2.86,0.47,10.62,29.0,18.38,no,0.088596,0.08838,0.0883509,1259.48,0.445,0.079,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Model,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,DOWN,27,0.37,2.7,0.45,10.44,27.0,16.56,no,0.088596,0.08838,0.0883509,1259.48,0.455,0.069,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,UP,31,0.3,3.33,0.46,9.76,0.0,-9.76,no,0.088596,0.08838,0.0883509,891.6,0.345,0.031,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,UP,7,0.22,4.55,0.09,1.63,0.0,-1.63,no,0.088596,0.08838,0.0883509,891.6,0.271,0.039,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,UP,12,0.09,11.11,0.07,1.15,0.0,-1.15,no,0.088596,0.08838,0.0883509,891.6,0.13,0.035,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Value,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,UP,5,0.69,1.45,0.08,3.53,0.0,-3.53,no,0.088596,0.08838,0.0883509,993.88,0.61,-0.095,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Model,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,UP,10,0.62,1.61,0.17,6.37,0.0,-6.37,no,0.088596,0.08838,0.0883509,768.65,0.492,-0.144,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Model,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,UP,9,0.68,1.47,0.14,6.26,0.0,-6.26,no,0.088596,0.08838,0.0883509,768.65,0.555,-0.14,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Model,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,UP,15,0.66,1.52,0.24,10.14,0.0,-10.14,no,0.088596,0.08838,0.0883509,768.65,0.545,-0.131,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,DOWN,5,0.73,1.37,0.07,3.72,5.0,1.28,no,0.088596,0.08838,0.0883509,982.13,0.655,-0.089,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,DOWN,1,0.81,1.23,0.02,0.83,1.0,0.17,no,0.088596,0.08838,0.0883509,982.13,0.729,-0.092,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210200-00,DOWN,1,0.93,1.07,0.01,0.94,1.0,0.06,no,0.088596,0.08838,0.0883509,982.13,0.87,-0.065,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Model,ETH,SETTLED,KXETH15M-26SEP210200-00,UP,55,0.54,1.85,0.96,30.66,0.0,-30.66,no,2666.81,2665.54,2664.20,1228.82,0.612,0.054,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Favorite,ETH,SETTLED,KXETH15M-26SEP210200-00,DOWN,32,0.84,1.19,0.31,27.19,32.0,4.81,no,2666.81,2665.54,2664.20,1040.7,0.866,0.017,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Model,ETH,SETTLED,KXETH15M-26SEP210200-00,DOWN,60,0.49,2.04,1.05,30.45,60.0,29.55,no,2666.81,2665.54,2664.20,768.72,0.388,-0.119,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:05,Anti Favorite,ETH,SETTLED,KXETH15M-26SEP210200-00,UP,135,0.19,5.26,1.46,27.11,0.0,-27.11,no,2666.81,2665.54,2664.20,951.97,0.134,-0.067,,-6,0.0,0.001,0.001
20260920_222952,2026-09-20T23:00:07,Model,BTC,SETTLED,KXBTC15M-26SEP210200-00,UP,75,0.23,4.35,0.93,18.18,0.0,-18.18,no,81613.96,81551.85,81522.70,1210.64,0.296,0.054,,-7,0.58,0.59,0.585
20260920_222952,2026-09-20T23:00:07,Anti Model,BTC,SETTLED,KXBTC15M-26SEP210200-00,DOWN,22,0.8,1.25,0.25,17.85,22.0,4.15,no,81613.96,81551.85,81522.70,772.87,0.704,-0.107,,-7,0.58,0.59,0.585
20260920_222952,2026-09-20T23:00:07,Model,XRP,BET,KXXRP15M-26SEP210215-15,UP,30,0.51,1.96,0.53,15.83,,,,1.4295,1.43,,1208.98,0.589,0.062,entry,892,0.49,0.5,0.495
20260920_222952,2026-09-20T23:00:07,Anti Model,XRP,BET,KXXRP15M-26SEP210215-15,DOWN,29,0.52,1.92,0.51,15.59,,,,1.4295,1.43,,771.27,0.411,-0.126,entry,892,0.49,0.5,0.495
20260920_222952,2026-09-20T23:00:12,Value,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,41,0.26,3.85,0.56,11.22,0.0,-11.22,no,111.9007,111.76,111.7517,986.24,0.307,0.034,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Model,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,10,0.22,4.55,0.13,2.33,0.0,-2.33,no,111.9007,111.76,111.7517,1180.07,0.299,0.067,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Model,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,10,0.25,4.0,0.14,2.64,0.0,-2.64,no,111.9007,111.76,111.7517,1180.07,0.331,0.068,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Model,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,77,0.3,3.33,1.14,24.24,0.0,-24.24,no,111.9007,111.76,111.7517,1180.07,0.374,0.06,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Late,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,3,0.08,12.5,0.02,0.26,0.0,-0.26,no,111.9007,111.76,111.7517,942.47,0.135,0.05,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,36,0.26,3.85,0.49,9.85,0.0,-9.85,no,111.9007,111.76,111.7517,841.83,0.307,0.034,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,56,0.17,5.88,0.56,10.08,0.0,-10.08,no,111.9007,111.76,111.7517,841.83,0.219,0.039,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,48,0.17,5.88,0.48,8.64,0.0,-8.64,no,111.9007,111.76,111.7517,841.83,0.214,0.034,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,10,0.15,6.67,0.09,1.59,0.0,-1.59,no,111.9007,111.76,111.7517,841.83,0.201,0.042,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,67,0.13,7.69,0.54,9.25,0.0,-9.25,no,111.9007,111.76,111.7517,841.83,0.177,0.039,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,51,0.15,6.67,0.46,8.11,0.0,-8.11,no,111.9007,111.76,111.7517,841.83,0.193,0.034,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,UP,26,0.08,12.35,0.14,2.25,0.0,-2.25,no,111.9007,111.76,111.7517,841.83,0.118,0.032,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Value,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,10,0.77,1.3,0.13,7.83,10.0,2.17,no,111.9007,111.76,111.7517,996.05,0.693,-0.089,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Model,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,2,0.81,1.23,0.03,1.65,2.0,0.35,no,111.9007,111.76,111.7517,779.83,0.701,-0.12,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Model,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,3,0.78,1.28,0.04,2.38,3.0,0.62,no,111.9007,111.76,111.7517,779.83,0.669,-0.123,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Model,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,32,0.74,1.35,0.44,24.12,32.0,7.88,no,111.9007,111.76,111.7517,779.83,0.626,-0.127,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,10,0.77,1.3,0.13,7.83,10.0,2.17,no,111.9007,111.76,111.7517,988.29,0.693,-0.089,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,5,0.86,1.16,0.05,4.35,5.0,0.65,no,111.9007,111.76,111.7517,988.29,0.781,-0.087,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,9,0.86,1.16,0.08,7.82,9.0,1.18,no,111.9007,111.76,111.7517,988.29,0.786,-0.082,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,1,0.88,1.14,0.01,0.89,1.0,0.11,no,111.9007,111.76,111.7517,988.29,0.799,-0.088,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,10,0.9,1.11,0.07,9.07,10.0,0.93,no,111.9007,111.76,111.7517,988.29,0.823,-0.083,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,9,0.88,1.14,0.07,7.99,9.0,1.01,no,111.9007,111.76,111.7517,988.29,0.807,-0.08,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:12,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210200-00,DOWN,2,0.94,1.06,0.01,1.89,2.0,0.11,no,111.9007,111.76,111.7517,988.29,0.882,-0.062,,-13,0.52,0.53,0.525
20260920_222952,2026-09-20T23:00:42,Model,BTC,BET,KXBTC15M-26SEP210215-15,UP,81,0.66,1.52,1.28,54.74,,,,81522.7,81582.54,,1181.64,0.737,0.062,entry,858,0.64,0.65,0.645
20260920_222952,2026-09-20T23:00:42,Anti Model,BTC,BET,KXBTC15M-26SEP210215-15,DOWN,141,0.37,2.7,2.31,54.48,,,,81522.7,81582.54,,767.02,0.263,-0.123,entry,858,0.64,0.65,0.645
20260920_222952,2026-09-20T23:00:42,Model,XRP,BET,KXXRP15M-26SEP210215-15,UP,78,0.7,1.43,1.15,55.75,,,,1.4295,1.4321,,1177.43,0.772,0.057,entry,857,0.68,0.69,0.685
20260920_222952,2026-09-20T23:00:42,Anti Model,XRP,BET,KXXRP15M-26SEP210215-15,DOWN,161,0.33,3.03,2.5,55.63,,,,1.4295,1.4321,,759.16,0.228,-0.117,entry,857,0.68,0.69,0.685
20260920_222952,2026-09-20T23:00:47,Model,DOGE,BET,KXDOGE15M-26SEP210215-15,DOWN,10,0.22,4.55,0.13,2.33,,,,0.08835,0.08858,,1179.74,0.287,0.055,entry,852,0.79,0.8,0.795
20260920_222952,2026-09-20T23:00:47,Anti Model,DOGE,BET,KXDOGE15M-26SEP210215-15,UP,2,0.81,1.23,0.03,1.65,,,,0.08835,0.08858,,754.46,0.713,-0.108,entry,852,0.79,0.8,0.795
20260920_222952,2026-09-20T23:01:07,Model,DOGE,BET,KXDOGE15M-26SEP210215-15,DOWN,44,0.23,4.35,0.55,10.67,,,,0.08835,0.08856,,1183.16,0.299,0.057,entry,832,0.78,0.79,0.785
20260920_222952,2026-09-20T23:01:07,Anti Model,DOGE,BET,KXDOGE15M-26SEP210215-15,UP,13,0.8,1.25,0.15,10.55,,,,0.08835,0.08856,,745.13,0.701,-0.11,entry,832,0.78,0.79,0.785
20260920_222952,2026-09-20T23:01:52,Model,DOGE,BET,KXDOGE15M-26SEP210215-15,DOWN,70,0.21,4.76,0.82,15.52,,,,0.08835,0.08856,,1184.38,0.29,0.069,entry,788,0.8,0.82,0.81
20260920_222952,2026-09-20T23:01:52,Anti Model,DOGE,BET,KXDOGE15M-26SEP210215-15,UP,18,0.83,1.2,0.18,15.12,,,,0.08835,0.08856,,733.99,0.71,-0.13,entry,788,0.8,0.82,0.81
20260920_222952,2026-09-20T23:01:56,Value,DOGE,BET,KXDOGE15M-26SEP210215-15,DOWN,44,0.19,5.26,0.48,8.84,,,,0.08835,0.08856,,984.44,0.232,0.032,entry,784,0.82,0.83,0.825
20260920_222952,2026-09-20T23:01:56,Anti Value,DOGE,BET,KXDOGE15M-26SEP210215-15,UP,10,0.84,1.19,0.1,8.5,,,,0.08835,0.08856,,995.64,0.768,-0.081,entry,784,0.82,0.83,0.825
20260920_222952,2026-09-20T23:01:56,Scalper,DOGE,BET,KXDOGE15M-26SEP210215-15,DOWN,41,0.19,5.26,0.45,8.24,,,,0.08835,0.08856,,840.15,0.232,0.032,entry,784,0.82,0.83,0.825
20260920_222952,2026-09-20T23:01:56,Anti Scalper,DOGE,BET,KXDOGE15M-26SEP210215-15,UP,9,0.84,1.19,0.09,7.65,,,,0.08835,0.08856,,987.92,0.768,-0.081,entry,784,0.82,0.83,0.825
