session,time,strategy,coin,event,ticker,side,contracts,price,multiplier,fee,cost,payout,pnl,result,strike,btc_price,final_value,balance_after,model_prob,edge,why,tau,yes_bid,yes_ask,mkt_prob
20260920_222952,2026-09-20T22:45:02,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210145-45,DOWN,2,0.83,1.2,0.02,1.68,2.0,0.32,no,111.9588,111.91,111.9007,1017.48,0.746,-0.094,,-3,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:02,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210145-45,DOWN,1,0.95,1.05,0.01,0.96,1.0,0.04,no,111.9588,111.91,111.9007,1017.48,0.888,-0.065,,-3,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:02,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210145-45,DOWN,3,0.96,1.04,0.01,2.88,3.0,0.12,no,111.9588,111.91,111.9007,1017.48,0.897,-0.064,,-3,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:02,Anti Scalper,SOL,SETTLED,KXSOL15M-26SEP210145-45,DOWN,2,0.94,1.07,0.01,1.89,2.0,0.11,no,111.9588,111.91,111.9007,1017.48,0.866,-0.076,,-3,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:02,Anti Favorite,SOL,SETTLED,KXSOL15M-26SEP210145-45,UP,1,0.39,2.56,0.02,0.41,0.0,-0.41,no,111.9588,111.91,111.9007,993.49,0.275,-0.132,,-3,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Model,XRP,SETTLED,KXXRP15M-26SEP210145-45,UP,54,0.69,1.45,0.81,38.07,54.0,15.93,yes,1.4237,1.429,1.4290,1158.66,0.756,0.051,,-7,0.999,0.0,0.499
20260920_222952,2026-09-20T22:45:06,Model,XRP,SETTLED,KXXRP15M-26SEP210145-45,UP,29,0.68,1.47,0.45,20.17,29.0,8.83,yes,1.4237,1.429,1.4290,1158.66,0.747,0.052,,-7,0.999,0.0,0.499
20260920_222952,2026-09-20T22:45:06,Lottery,XRP,SETTLED,KXXRP15M-26SEP210145-45,DOWN,47,0.08,12.82,0.24,3.91,0.0,-3.91,yes,1.4237,1.429,1.4290,1027.62,0.233,0.15,,-7,0.999,0.0,0.499
20260920_222952,2026-09-20T22:45:06,Anti Model,XRP,SETTLED,KXXRP15M-26SEP210145-45,DOWN,67,0.35,2.86,1.07,24.52,0.0,-24.52,yes,1.4237,1.429,1.4290,951.4,0.244,-0.122,,-7,0.999,0.0,0.499
20260920_222952,2026-09-20T22:45:06,Anti Model,XRP,SETTLED,KXXRP15M-26SEP210145-45,DOWN,13,0.35,2.86,0.21,4.76,0.0,-4.76,yes,1.4237,1.429,1.4290,951.4,0.253,-0.113,,-7,0.999,0.0,0.499
20260920_222952,2026-09-20T22:45:06,Anti Lottery,XRP,SETTLED,KXXRP15M-26SEP210145-45,UP,4,0.94,1.06,0.02,3.78,4.0,0.22,yes,1.4237,1.429,1.4290,1000.22,0.767,-0.176,,-7,0.999,0.0,0.499
20260920_222952,2026-09-20T22:45:06,Value,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,1,0.17,5.88,0.01,0.18,1.0,0.82,no,0.088635,0.08859,0.0885962,998.7,0.211,0.032,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Model,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,25,0.17,5.88,0.25,4.5,25.0,20.5,no,0.088635,0.08859,0.0885962,1158.76,0.232,0.053,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Model,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,1,0.32,3.12,0.02,0.34,1.0,0.66,no,0.088635,0.08859,0.0885962,1158.76,0.402,0.067,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Model,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,38,0.34,2.94,0.6,13.52,38.0,24.48,no,0.088635,0.08859,0.0885962,1158.76,0.415,0.059,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Late,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,49,0.48,2.08,0.86,24.38,0.0,-24.38,no,0.088635,0.08859,0.0885962,968.94,0.548,0.05,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Late,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,5,0.21,4.76,0.06,1.11,0.0,-1.11,no,0.088635,0.08859,0.0885962,968.94,0.298,0.076,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,37,0.39,2.56,0.62,15.05,0.0,-15.05,no,0.088635,0.08859,0.0885962,969.62,0.452,0.046,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,30,0.17,5.88,0.3,5.4,0.0,-5.4,no,0.088635,0.08859,0.0885962,969.62,0.215,0.035,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,92,0.13,7.69,0.73,12.69,0.0,-12.69,no,0.088635,0.08859,0.0885962,969.62,0.184,0.046,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Favorite,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,9,0.76,1.32,0.12,6.96,9.0,2.04,no,0.088635,0.08859,0.0885962,1029.02,0.78,0.007,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Lottery,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,34,0.07,14.93,0.15,2.43,34.0,31.57,no,0.088635,0.08859,0.0885962,1027.66,0.194,0.123,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Model,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,5,0.86,1.16,0.05,4.35,0.0,-4.35,no,0.088635,0.08859,0.0885962,946.34,0.768,-0.1,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Model,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,1,0.69,1.45,0.02,0.71,0.0,-0.71,no,0.088635,0.08859,0.0885962,946.34,0.585,-0.12,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Late,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,5,0.61,1.64,0.09,3.14,5.0,1.86,no,0.088635,0.08859,0.0885962,1026.68,0.452,-0.175,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Late,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,1,0.82,1.22,0.02,0.84,1.0,0.16,no,0.088635,0.08859,0.0885962,1026.68,0.702,-0.128,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,5,0.68,1.47,0.08,3.48,5.0,1.52,no,0.088635,0.08859,0.0885962,1017.53,0.548,-0.147,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,6,0.87,1.15,0.05,5.27,6.0,0.73,no,0.088635,0.08859,0.0885962,1017.53,0.785,-0.093,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Scalper,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,DOWN,13,0.91,1.1,0.08,11.92,13.0,1.08,no,0.088635,0.08859,0.0885962,1017.53,0.816,-0.101,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Favorite,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,5,0.28,3.57,0.08,1.48,0.0,-1.48,no,0.088635,0.08859,0.0885962,992.01,0.22,-0.074,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:06,Anti Lottery,DOGE,SETTLED,KXDOGE15M-26SEP210145-45,UP,2,0.95,1.05,0.01,1.91,0.0,-1.91,no,0.088635,0.08859,0.0885962,998.31,0.806,-0.148,,-7,0.0,0.001,0.001
20260920_222952,2026-09-20T22:45:08,Model,DOGE,BET,KXDOGE15M-26SEP210200-00,DOWN,27,0.42,2.38,0.47,11.81,,,,0.088596,0.08859,,1157.03,0.508,0.07,entry,891,0.59,0.61,0.6
20260920_222952,2026-09-20T22:45:08,Anti Model,DOGE,BET,KXDOGE15M-26SEP210200-00,UP,10,0.62,1.61,0.17,6.37,,,,0.088596,0.08859,,945.7,0.492,-0.144,entry,891,0.59,0.61,0.6
20260920_222952,2026-09-20T22:45:09,Value,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,32,0.38,2.63,0.53,12.69,0.0,-12.69,yes,81595.01,81619.67,81613.96,986.01,0.427,0.031,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Model,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,60,0.61,1.64,1.0,37.6,60.0,22.4,yes,81595.01,81619.67,81613.96,1157.27,0.684,0.057,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Model,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,66,0.72,1.39,0.94,48.46,66.0,17.54,yes,81595.01,81619.67,81613.96,1157.27,0.789,0.055,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Model,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,86,0.77,1.3,1.07,67.29,86.0,18.71,yes,81595.01,81619.67,81613.96,1157.27,0.851,0.069,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Late,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,40,0.38,2.63,0.66,15.86,0.0,-15.86,yes,81595.01,81619.67,81613.96,923.19,0.435,0.039,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Late,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,70,0.41,2.44,1.19,29.89,0.0,-29.89,yes,81595.01,81619.67,81613.96,923.19,0.499,0.072,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,32,0.38,2.63,0.53,12.69,0.0,-12.69,yes,81595.01,81619.67,81613.96,868.52,0.427,0.031,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,34,0.34,2.94,0.54,12.1,0.0,-12.1,yes,81595.01,81619.67,81613.96,868.52,0.387,0.032,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,57,0.24,4.17,0.73,14.41,0.0,-14.41,yes,81595.01,81619.67,81613.96,868.52,0.319,0.066,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,42,0.24,4.17,0.54,10.62,0.0,-10.62,yes,81595.01,81619.67,81613.96,868.52,0.287,0.034,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,30,0.36,2.78,0.49,11.29,0.0,-11.29,yes,81595.01,81619.67,81613.96,868.52,0.407,0.031,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,38,0.34,2.94,0.6,13.52,0.0,-13.52,yes,81595.01,81619.67,81613.96,868.52,0.395,0.039,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,66,0.19,5.26,0.72,13.26,0.0,-13.26,yes,81595.01,81619.67,81613.96,868.52,0.262,0.061,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,135,0.09,10.87,0.79,13.21,0.0,-13.21,yes,81595.01,81619.67,81613.96,868.52,0.167,0.07,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Value,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,19,0.65,1.54,0.31,12.66,19.0,6.34,yes,81595.01,81619.67,81613.96,1006.66,0.573,-0.093,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Model,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,86,0.42,2.38,1.47,37.59,0.0,-37.59,yes,81595.01,81619.67,81613.96,792.4,0.316,-0.121,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Model,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,149,0.31,3.23,2.24,48.43,0.0,-48.43,yes,81595.01,81619.67,81613.96,792.4,0.211,-0.114,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Model,BTC,SETTLED,KXBTC15M-26SEP210145-45,DOWN,246,0.26,3.85,3.32,67.28,0.0,-67.28,yes,81595.01,81619.67,81613.96,792.4,0.149,-0.124,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Late,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,23,0.65,1.54,0.37,15.32,23.0,7.68,yes,81595.01,81619.67,81613.96,1026.77,0.565,-0.101,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Late,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,46,0.62,1.61,0.76,29.28,46.0,16.72,yes,81595.01,81619.67,81613.96,1026.77,0.501,-0.135,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,19,0.65,1.54,0.31,12.66,19.0,6.34,yes,81595.01,81619.67,81613.96,1017.72,0.573,-0.093,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,17,0.69,1.45,0.26,11.99,17.0,5.01,yes,81595.01,81619.67,81613.96,1017.72,0.613,-0.092,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,17,0.79,1.27,0.2,13.63,17.0,3.37,yes,81595.01,81619.67,81613.96,1017.72,0.681,-0.121,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,13,0.79,1.27,0.16,10.43,13.0,2.57,yes,81595.01,81619.67,81613.96,1017.72,0.713,-0.089,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,16,0.67,1.49,0.25,10.97,16.0,5.03,yes,81595.01,81619.67,81613.96,1017.72,0.593,-0.092,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,10,0.69,1.45,0.15,7.05,10.0,2.95,yes,81595.01,81619.67,81613.96,1017.72,0.605,-0.1,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,1,0.84,1.19,0.01,0.85,1.0,0.15,yes,81595.01,81619.67,81613.96,1017.72,0.738,-0.111,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:09,Anti Scalper,BTC,SETTLED,KXBTC15M-26SEP210145-45,UP,14,0.93,1.08,0.07,13.08,14.0,0.92,yes,81595.01,81619.67,81613.96,1017.72,0.833,-0.101,,-9,0.5,0.51,0.505
20260920_222952,2026-09-20T22:45:43,Model,DOGE,BET,KXDOGE15M-26SEP210200-00,DOWN,29,0.35,2.86,0.47,10.62,,,,0.088596,0.08864,,1154.18,0.445,0.079,entry,856,0.66,0.67,0.665
20260920_222952,2026-09-20T22:45:43,Anti Model,DOGE,BET,KXDOGE15M-26SEP210200-00,UP,9,0.68,1.47,0.14,6.26,,,,0.088596,0.08864,,792.64,0.555,-0.14,entry,856,0.66,0.67,0.665
20260920_222952,2026-09-20T22:46:14,Model,DOGE,BET,KXDOGE15M-26SEP210200-00,DOWN,27,0.37,2.7,0.45,10.44,,,,0.088596,0.08863,,1153.85,0.455,0.069,entry,825,0.64,0.65,0.645
20260920_222952,2026-09-20T22:46:14,Anti Model,DOGE,BET,KXDOGE15M-26SEP210200-00,UP,15,0.66,1.52,0.24,10.14,,,,0.088596,0.08863,,791.46,0.545,-0.131,entry,825,0.64,0.65,0.645
20260920_222952,2026-09-20T22:46:29,Value,DOGE,BET,KXDOGE15M-26SEP210200-00,DOWN,10,0.34,2.94,0.16,3.56,,,,0.088596,0.08863,,985.49,0.39,0.034,entry,810,0.67,0.68,0.675
20260920_222952,2026-09-20T22:46:29,Anti Value,DOGE,BET,KXDOGE15M-26SEP210200-00,UP,5,0.69,1.45,0.08,3.53,,,,0.088596,0.08863,,1006.4,0.61,-0.095,entry,810,0.67,0.68,0.675
20260920_222952,2026-09-20T22:46:29,Scalper,DOGE,BET,KXDOGE15M-26SEP210200-00,DOWN,10,0.34,2.94,0.16,3.56,,,,0.088596,0.08863,,868.0,0.39,0.034,entry,810,0.67,0.68,0.675
20260920_222952,2026-09-20T22:46:29,Anti Scalper,DOGE,BET,KXDOGE15M-26SEP210200-00,UP,5,0.69,1.45,0.08,3.53,,,,0.088596,0.08863,,1017.46,0.61,-0.095,entry,810,0.67,0.68,0.675
20260920_222952,2026-09-20T22:46:40,Scalper,DOGE,BET,KXDOGE15M-26SEP210200-00,DOWN,28,0.34,2.94,0.44,9.96,,,,0.088596,0.08863,,866.57,0.39,0.034,entry,799,0.67,0.68,0.675
20260920_222952,2026-09-20T22:46:40,Anti Scalper,DOGE,BET,KXDOGE15M-26SEP210200-00,UP,14,0.69,1.45,0.21,9.87,,,,0.088596,0.08863,,1016.75,0.61,-0.095,entry,799,0.67,0.68,0.675
